planet_name,planet_type,host_star_name,star_id,spectral_type,mass_multiplier,mass_wrt,orbital_period_days,radius_wrt,radius_multiplier,distance,discovery_year,planet_id
KELT-10 b,Gas Giant,KELT-10,3810,G0 V,0.679,Jupiter,4.1662739,Jupiter,1.399,615.0,2016,2282
Kepler-320 b,Super Earth,Kepler-320,3798,,1.55,Earth,8.371554,Earth,1.14,2696.0,2014,2283
G 9-40 b,Super Earth,G 9-40,2396,M2.5 V,4.76,Earth,5.7459982,Earth,2.025,91.0,2019,2284
Kepler-153 b,Neptune-like,Kepler-153,2128,,8.85,Earth,18.870227,Jupiter,0.261,1498.0,2014,2285
Kepler-136 c,Super Earth,Kepler-136,3018,,4.62,Earth,16.399235,Earth,1.99,1373.0,2014,2286
Kepler-1614 b,Super Earth,Kepler-1614,573,,2.83,Earth,3.9466141,Earth,1.49,3886.0,2016,2287
KOI-142 b,Neptune-like,KOI-142,1884,G6 V,9.5,Earth,10.91647,Jupiter,0.307,1229.0,2013,2288
Kepler-1547 b,Terrestrial,Kepler-1547,3864,,0.666,Earth,0.69297968,Earth,0.9,2201.0,2016,2289
Kepler-1960 b,Super Earth,Kepler-1960,497,,2.26,Earth,2.29794002,Earth,1.307,4983.0,2021,2290
WASP-174 b,Gas Giant,WASP-174,1023,F6 V,0.33,Jupiter,4.2337005,Jupiter,1.437,1338.0,2018,2291
Kepler-1376 b,Super Earth,Kepler-1376,761,,1.16,Earth,5.30880656,Earth,1.05,2832.0,2016,2292
BD-11 4672 b,Gas Giant,BD-11 4672,3806,K7 V,0.65,Jupiter,1634.0,Jupiter,1.25,89.0,2014,2293
Kepler-1476 b,Super Earth,Kepler-1476,2908,,3.43,Earth,10.35863224,Earth,1.67,3271.0,2016,2294
GJ 3998 c,Neptune-like,GJ 3998,1240,M1,6.26,Earth,13.74,Jupiter,0.212,59.0,2016,2295
K2-230 b,Super Earth,K2-230,1586,,4.5,Earth,2.86041,Earth,1.96,1764.0,2018,2296
HD 27631 b,Gas Giant,HD 27631,5,G3 IV/V,1.494,Jupiter,2198.14,Jupiter,1.21,164.0,2012,2297
Kepler-919 b,Neptune-like,Kepler-919,2668,,5.69,Earth,11.04603384,Jupiter,0.201,3653.0,2016,2298
Kepler-1481 b,Super Earth,Kepler-1481,614,,2.04,Earth,5.94220998,Earth,1.23,1498.0,2016,2299
HIP 54373 b,Neptune-like,HIP 54373,1461,K5 V,8.62,Earth,7.76,Jupiter,0.256,61.0,2019,2300
NGTS-2 b,Gas Giant,NGTS-2,2667,F5 V,0.74,Jupiter,4.511164,Jupiter,1.595,1163.0,2018,2301
HIP 90988 b,Gas Giant,HIP 90988,2284,K1 III,2.09892,Jupiter,455.73816,Jupiter,1.19,307.0,2021,2302
HATS-46 b,Gas Giant,HATS-46,1634,,0.173,Jupiter,4.7423729,Jupiter,0.903,1480.0,2018,2303
HD 168009 b,Neptune-like,HD 168009,2577,G2V,9.53485,Earth,15.1479,Jupiter,0.272,76.0,2021,2304
Kepler-349 c,Super Earth,Kepler-349,3249,,4.5,Earth,12.247629,Earth,1.96,3069.0,2014,2305
Kepler-324 c,Neptune-like,Kepler-324,2987,,10.1,Earth,51.805612,Jupiter,0.281,1636.0,2014,2306
HD 19615 b,Gas Giant,HD 19615,520,K0,8.5,Jupiter,402.0,Jupiter,1.12,865.0,2022,2307
Kepler-18 c,Neptune-like,Kepler-18,310,,17.3,Earth,7.64159,Jupiter,0.49,1413.0,2011,2308
CoRoT-20 c,Gas Giant,CoRoT-20,729,,17.0,Jupiter,1675.0,Jupiter,1.09,2753.0,2018,2309
Kepler-195 c,Super Earth,Kepler-195,3802,,3.02,Earth,34.096863,Earth,1.55,2127.0,2014,2310
Kepler-1195 b,Super Earth,Kepler-1195,577,,4.98,Earth,8.49642241,Earth,2.08,2996.0,2016,2311
GJ 9066 c,Gas Giant,GJ 9066,2816,M5.0 V,0.21,Jupiter,771.36,Jupiter,0.856,15.0,2020,2312
K2-227 b,Super Earth,K2-227,152,,3.41,Earth,13.621832,Earth,1.666,611.0,2018,2313
WASP-135 b,Gas Giant,WASP-135,2475,G5 V,1.9,Jupiter,1.4013794,Jupiter,1.3,973.0,2015,2314
HR 8799 c,Gas Giant,HR 8799,2352,A5 V,10.0,Jupiter,69000.0,Jupiter,1.2,135.0,2008,2315
HD 233832 b,Gas Giant,HD 233832,842,G0,1.78,Jupiter,2058.0,Jupiter,1.2,192.0,2018,2316
Kepler-57 b,Gas Giant,Kepler-57,2491,,0.36183,Jupiter,5.72,Earth,2.19,2101.0,2012,2317
HD 29985 b,Gas Giant,HD 29985,2064,,5.91997,Jupiter,20608.14049,Jupiter,1.14,102.0,2022,2318
Kepler-193 c,Neptune-like,Kepler-193,1938,,8.0,Earth,50.697494,Jupiter,0.245,3292.0,2014,2319
Kepler-321 b,Super Earth,Kepler-321,3595,,3.78,Earth,4.915379,Earth,1.77,1254.0,2014,2320
HR 5183 b,Gas Giant,HR 5183,1573,G0 V,3.23,Jupiter,27000.0,Jupiter,1.17,103.0,2019,2321
Kepler-750 c,Super Earth,Kepler-750,2300,,3.26,Earth,4.08899022,Earth,1.62,4228.0,2016,2322
Kepler-1649 c,Super Earth,Kepler-1649,1722,,1.2,Earth,19.53527,Earth,1.06,301.0,2020,2323
HD 23079 b,Gas Giant,HD 23079,1474,F9.5 V,2.61,Jupiter,730.59998,Jupiter,1.18,109.0,2001,2324
TOI-451 c,Neptune-like,TOI-451,2204,,9.8,Earth,9.192522,Jupiter,0.277,404.0,2020,2325
Kepler-111 b,Super Earth,Kepler-111,3825,,3.12,Earth,3.341815,Earth,1.58,2144.0,2014,2326
HD 96992 b,Gas Giant,HD 96992,467,K0,1.14,Jupiter,514.0,Jupiter,1.22,1292.0,2021,2327
Kepler-1729 b,Neptune-like,Kepler-1729,458,,14.4,Earth,4.22097015,Jupiter,0.347,1880.0,2021,2328
HD 219139 b,Gas Giant,HD 219139,1072,G5 III,0.78,Jupiter,275.5,Jupiter,1.24,342.0,2021,2329
Kepler-143 c,Neptune-like,Kepler-143,2986,,11.3,Earth,27.082511,Jupiter,0.301,2640.0,2014,2330
TOI-257 b,Gas Giant,TOI-257,1844,,0.138,Jupiter,18.38818,Jupiter,0.639,251.0,2021,2331
Kepler-1261 b,Neptune-like,Kepler-1261,226,,5.73,Earth,48.4308991,Jupiter,0.202,2428.0,2016,2332
2MASS J12073346-3932539 b,Gas Giant,2MASS J12073346-3932539,3215,M8,5.0,Jupiter,,Jupiter,1.15,210.0,2004,2333
Kepler-1233 b,Neptune-like,Kepler-1233,3044,,7.27,Earth,45.1263042,Jupiter,0.232,3845.0,2016,2334
Kepler-1077 b,Neptune-like,Kepler-1077,3428,,8.1,Earth,34.3511874,Jupiter,0.247,3593.0,2016,2335
Kepler-778 b,Super Earth,Kepler-778,824,,3.46,Earth,3.75574426,Earth,1.68,3060.0,2016,2336
Kepler-180 c,Neptune-like,Kepler-180,3040,,9.32,Earth,41.885775,Jupiter,0.269,2269.0,2014,2337
Kepler-952 b,Gas Giant,Kepler-952,1989,,0.143,Jupiter,130.3546919,Jupiter,0.682,4254.0,2016,2338
OGLE-2012-BLG-0026L c,Gas Giant,OGLE-2012-BLG-0026L,3829,G5 V,0.86,Jupiter,,Jupiter,1.24,13110.0,2012,2339
K2-264 b,Neptune-like,K2-264,2979,M2.5 V,5.61,Earth,5.840002,Earth,2.231,605.0,2018,2340
Kepler-1935 b,Neptune-like,Kepler-1935,187,,6.82,Earth,3.95140004,Jupiter,0.223,2951.0,2021,2341
TOI-2236 b,Gas Giant,TOI-2236,2496,,1.58,Jupiter,3.5315902,Jupiter,1.282,1160.0,2022,2342
GJ 9827 b,Super Earth,GJ 9827,3251,K7 V,4.91,Earth,1.208974,Earth,1.577,97.0,2017,2343
Kepler-1350 b,Neptune-like,Kepler-1350,3745,,6.9,Earth,4.4968604,Jupiter,0.225,1111.0,2016,2344
TOI-674 b,Neptune-like,TOI-674,1604,M2 V,23.6,Earth,1.977143,Jupiter,0.468,150.0,2021,2345
HD 75784 b,Gas Giant,HD 75784,3122,G5,1.0,Jupiter,341.2,Jupiter,1.23,279.0,2014,2346
KOI-7368 b,Neptune-like,KOI-7368,563,,5.56,Earth,6.8430344,Earth,2.22,864.0,2022,2347
Kepler-821 b,Super Earth,Kepler-821,383,,2.27,Earth,1.92279873,Earth,1.31,2005.0,2016,2348
HD 102365 b,Neptune-like,HD 102365,3468,G3/5V,16.0,Earth,122.1,Jupiter,0.369,30.0,2010,2349
Kepler-1183 b,Neptune-like,Kepler-1183,222,,8.35,Earth,28.5057189,Jupiter,0.252,6260.0,2016,2350
HD 102843 b,Gas Giant,HD 102843,278,K0 V,0.35837,Jupiter,3090.942,Jupiter,1.17,205.0,2019,2351
Kepler-1094 b,Neptune-like,Kepler-1094,884,,10.2,Earth,78.1000231,Jupiter,0.284,4211.0,2016,2352
KOI-3680 b,Gas Giant,KOI-3680,428,,1.93,Jupiter,141.241671,Jupiter,0.99,3008.0,2018,2353
Kepler-1521 b,Neptune-like,Kepler-1521,2193,,6.8,Earth,47.14840805,Jupiter,0.223,675.0,2016,2354
Kepler-1096 b,Super Earth,Kepler-1096,2653,,2.07,Earth,2.89221751,Earth,1.24,1233.0,2016,2355
K2-99 b,Gas Giant,K2-99,3787,G0 IV,0.97,Jupiter,18.251985,Jupiter,1.046,1694.0,2016,2356
Kepler-1807 b,Neptune-like,Kepler-1807,3129,,7.77,Earth,10.86060047,Jupiter,0.241,4238.0,2021,2357
TOI-481 b,Gas Giant,TOI-481,724,G,1.53,Jupiter,10.33111,Jupiter,0.99,585.0,2020,2358
HATS-48 A b,Gas Giant,HATS-48 A,2718,,0.243,Jupiter,3.1316666,Jupiter,0.8,860.0,2020,2359
Kepler-539 c,Gas Giant,Kepler-539,2474,G2 V,2.4,Jupiter,1000.0,Jupiter,1.18,1002.0,2016,2360
Kepler-950 b,Gas Giant,Kepler-950,2443,,0.188,Jupiter,98.7180406,Jupiter,0.801,7051.0,2016,2361
Kepler-173 b,Super Earth,Kepler-173,3098,,2.21,Earth,4.263742,Earth,1.29,2718.0,2014,2362
Kepler-304 d,Neptune-like,Kepler-304,314,,8.0,Earth,9.653471,Jupiter,0.245,1418.0,2014,2363
HD 60532 b,Gas Giant,HD 60532,2576,F6 IV,1.06,Jupiter,201.9,Jupiter,1.23,85.0,2008,2364
Kepler-123 b,Gas Giant,Kepler-123,1082,,0.174,Jupiter,17.232366,Jupiter,0.262,3333.0,2014,2365
Kepler-1612 b,Super Earth,Kepler-1612,3811,,1.08,Earth,3.91795101,Earth,1.03,2495.0,2016,2366
2MASS J19383260+4603591 b,Gas Giant,2MASS J19383260+4603591,1633,,1.9,Jupiter,406.0,Jupiter,1.2,1293.0,2015,2367
HD 12484 b,Gas Giant,HD 12484,3772,F8,2.98,Jupiter,58.83,Jupiter,1.17,158.0,2016,2368
Kepler-422 b,Gas Giant,Kepler-422,3660,,0.43,Jupiter,7.8914483,Jupiter,1.15,2358.0,2014,2369
K2-155 b,Super Earth,K2-155,343,K7,3.89,Earth,6.342,Earth,1.8,237.0,2018,2370
TOI-620 b,Neptune-like,TOI-620,2094,M2.5 V,13.6,Earth,5.0988179,Jupiter,0.335,108.0,2022,2371
Kepler-1397 b,Super Earth,Kepler-1397,3861,,3.61,Earth,47.449955,Earth,1.72,3909.0,2016,2372
WASP-96 b,Gas Giant,WASP-96,715,G8,0.48,Jupiter,3.4252602,Jupiter,1.2,1150.0,2014,2373
Kepler-1135 b,Super Earth,Kepler-1135,593,,4.08,Earth,76.957857,Earth,1.85,4288.0,2016,2374
K2-91 b,Super Earth,K2-91,1443,,1.37,Earth,1.419549,Earth,1.1,204.0,2016,2375
Kepler-279 b,Neptune-like,Kepler-279,3133,,12.8,Earth,12.309681,Jupiter,0.323,3384.0,2014,2376
Kepler-24 c,Neptune-like,Kepler-24,2520,,1.6,Jupiter,12.33,Jupiter,0.25,3774.0,2011,2377
K2-330 b,Neptune-like,K2-330,322,,8.1,Earth,13.774798,Jupiter,0.247,522.0,2016,2378
Kepler-1499 b,Super Earth,Kepler-1499,1995,,1.81,Earth,44.2008,Earth,1.19,1011.0,2016,2379
OGLE-TR-10 b,Gas Giant,OGLE-TR-10,2948,G2 V,0.62,Jupiter,3.101278,Jupiter,1.25,4387.0,2004,2380
HD 159243 b,Gas Giant,HD 159243,3808,G0 V,1.13,Jupiter,12.62,Jupiter,1.22,239.0,2013,2381
K2-387 b,Gas Giant,K2-387,512,,0.133,Jupiter,28.735327,Jupiter,0.653,869.0,2022,2382
Kepler-1022 b,Neptune-like,Kepler-1022,2517,,6.17,Earth,10.99469878,Jupiter,0.211,1370.0,2016,2383
OGLE-2014-BLG-0124L b,Gas Giant,OGLE-2014-BLG-0124L,1187,,0.51,Jupiter,,Jupiter,1.27,13374.0,2015,2384
Kepler-548 b,Gas Giant,Kepler-548,1209,,,,4.45419434,Jupiter,1.07,2452.0,2016,2385
Kepler-266 c,Neptune-like,Kepler-266,3025,,14.4,Earth,107.723601,Jupiter,0.347,4472.0,2014,2386
TOI-178 c,Super Earth,TOI-178,3794,K,4.77,Earth,3.23845,Earth,1.669,205.0,2021,2387
HATS-77 b,Gas Giant,HATS-77,817,,1.374,Jupiter,3.0876262,Jupiter,1.165,1423.0,2021,2388
Kepler-718 b,Gas Giant,Kepler-718,3492,,131.0,Jupiter,2.0523499,Jupiter,1.477,4248.0,2016,2389
K2-4 b,Neptune-like,K2-4,1757,,5.06,Earth,10.003417,Earth,2.1,756.0,2015,2390
Kepler-1093 c,Super Earth,Kepler-1093,1795,,4.5,Earth,89.722292,Earth,1.96,3500.0,2016,2391
Kepler-1055 b,Super Earth,Kepler-1055,1193,,2.04,Earth,2.29503623,Earth,1.23,1270.0,2016,2392
HD 37124 d,Gas Giant,HD 37124,2050,G4 V,0.696,Jupiter,1862.0,Jupiter,1.25,103.0,2005,2393
Wendelstein-2 b,Gas Giant,Wendelstein-2,1817,K6 V,0.731,Jupiter,1.7522239,Jupiter,1.159,1845.0,2020,2394
Kepler-973 b,Super Earth,Kepler-973,1388,,4.5,Earth,49.6077331,Earth,1.96,1072.0,2016,2395
HD 5319 b,Gas Giant,HD 5319,3685,G5,1.556,Jupiter,637.1,Jupiter,1.21,396.0,2007,2396
WASP-126 b,Gas Giant,WASP-126,1649,G2,0.28411,Jupiter,3.28883,Jupiter,0.931,706.0,2016,2397
GJ 1132 b,Super Earth,GJ 1132,2379,M4.5 V,1.66,Earth,1.62892911,Earth,1.13,41.0,2015,2398
HD 11506 d,Gas Giant,HD 11506,1699,G0 V,7.69861,Jupiter,26500.0,Jupiter,1.13,167.0,2022,2399
Kepler-1446 b,Terrestrial,Kepler-1446,1599,,0.477,Earth,0.68996783,Earth,0.82,496.0,2016,2400
HIP 67851 c,Gas Giant,HIP 67851,2644,K0 III,7.64758,Jupiter,3923.6609,Jupiter,1.13,209.0,2015,2401
Kepler-1548 b,Neptune-like,Kepler-1548,509,,7.46,Earth,124.828679,Jupiter,0.236,2845.0,2016,2402
Kepler-824 b,Super Earth,Kepler-824,3372,,4.16,Earth,4.51436633,Earth,1.87,3919.0,2016,2403
Kepler-511 c,Neptune-like,Kepler-511,1692,,16.5,Earth,26.62949944,Jupiter,0.376,2127.0,2021,2404
Kepler-292 c,Super Earth,Kepler-292,3261,,2.76,Earth,3.715335,Earth,1.47,3446.0,2014,2405
Kepler-301 c,Super Earth,Kepler-301,2266,,2.39,Earth,5.419026,Earth,1.35,2346.0,2014,2406
Kepler-1388 d,Neptune-like,Kepler-1388,1012,,8.55,Earth,20.9568158,Jupiter,0.255,1480.0,2016,2407
BD+63 1405 b,Gas Giant,BD+63 1405,2255,K0,3.96,Jupiter,1198.48,Jupiter,1.16,124.0,2021,2408
Kepler-1721 b,Neptune-like,Kepler-1721,3872,,9.9,Earth,4.59238005,Jupiter,0.278,2092.0,2021,2409
Kepler-1505 b,Terrestrial,Kepler-1505,2342,,0.749,Earth,30.8609366,Earth,0.93,1615.0,2016,2410
MASCARA-4 b,Gas Giant,MASCARA-4,2626,A7 V,3.1,Jupiter,2.82406,Jupiter,1.53,557.0,2020,2411
Kepler-1466 b,Super Earth,Kepler-1466,1453,,3.02,Earth,31.1750448,Earth,1.55,2061.0,2016,2412
Kepler-341 e,Super Earth,Kepler-341,3225,,4.62,Earth,42.473269,Earth,1.99,3415.0,2014,2413
OGLE-TR-111 b,Gas Giant,OGLE-TR-111,3061,K2 V,0.55,Jupiter,4.0144463,Jupiter,1.019,3485.0,2004,2414
Kepler-748 b,Neptune-like,Kepler-748,710,,6.9,Earth,7.40742793,Jupiter,0.225,5565.0,2016,2415
LTT 1445 A c,Super Earth,LTT 1445 A,3146,M3.0,1.54,Earth,3.1239035,Earth,1.147,22.0,2022,2416
Kepler-1843 b,Neptune-like,Kepler-1843,2655,,7.8,Earth,25.54339981,Jupiter,0.242,2559.0,2021,2417
MOA-bin-1L b,Gas Giant,MOA-bin-1L,756,,3.7,Jupiter,,Jupiter,1.16,16636.0,2012,2418
Kepler-1856 b,Super Earth,Kepler-1856,3058,,3.66,Earth,1.30200005,Earth,1.734,2769.0,2021,2419
Kepler-37 d,Neptune-like,Kepler-37,3258,,12.2,Earth,39.7922622,Earth,1.94,209.0,2013,2420
Kepler-152 c,Neptune-like,Kepler-152,1899,,6.3,Earth,88.255055,Jupiter,0.213,1439.0,2014,2421
K2-84 c,Super Earth,K2-84,1912,,4.78,Earth,27.86,Earth,2.03,929.0,2016,2422
CoRoT-22 b,Neptune-like,CoRoT-22,1150,G3 V,12.2,Earth,9.75598,Jupiter,0.435,2046.0,2014,2423
K2-70 b,Neptune-like,K2-70,1956,,8.7,Earth,13.97896,Jupiter,0.258,760.0,2016,2424
HD 47366 c,Gas Giant,HD 47366,6,K1 III,1.88,Jupiter,677.53,Jupiter,1.2,275.0,2016,2425
Kepler-1693 b,Super Earth,Kepler-1693,857,,2.21,Earth,12.0999,Earth,1.289,2479.0,2020,2426
Kepler-1687 b,Super Earth,Kepler-1687,1858,,3.38,Earth,5.77954,Earth,1.656,1360.0,2020,2427
Kepler-213 b,Super Earth,Kepler-213,1251,,3.26,Earth,2.46236,Earth,1.62,2071.0,2014,2428
HD 20794 c,Super Earth,HD 20794,2042,G8 V,2.4,Earth,40.114,Earth,1.35,20.0,2011,2429
Kepler-29 c,Neptune-like,Kepler-29,2773,,4.5,Earth,13.28613,Jupiter,0.209,2716.0,2011,2430
Kepler-1515 b,Gas Giant,Kepler-1515,2641,,0.208,Jupiter,214.3114164,Jupiter,0.852,1759.0,2016,2431
HD 8574 b,Gas Giant,HD 8574,1966,F8,2.03,Jupiter,227.0,Jupiter,1.19,146.0,2002,2432
Kepler-56 b,Neptune-like,Kepler-56,2864,,22.1,Earth,10.5016,Jupiter,0.581,2978.0,2012,2433
HD 63454 b,Gas Giant,HD 63454,1584,K4 V,0.25,Jupiter,2.81805,Jupiter,1.098,123.0,2005,2434
Kepler-770 b,Neptune-like,Kepler-770,3296,,5.9,Earth,18.92540274,Jupiter,0.205,3035.0,2016,2435
TOI-122 b,Neptune-like,TOI-122,463,M3 V,7.85,Earth,5.07803,Jupiter,0.243,203.0,2020,2436
Kepler-930 b,Neptune-like,Kepler-930,67,,5.18,Earth,71.4517775,Earth,2.13,2767.0,2016,2437
2MASS J02192210-3925225 b,Gas Giant,2MASS J02192210-3925225,1167,M6,13.9,Jupiter,,Jupiter,1.44,131.0,2015,2438
Kepler-1957 b,Terrestrial,Kepler-1957,247,,0.79,Earth,2.18662,Earth,0.944,1503.0,2021,2439
Kepler-1419 b,Neptune-like,Kepler-1419,3392,,8.55,Earth,42.5215895,Jupiter,0.255,4888.0,2016,2440
Kepler-324 b,Super Earth,Kepler-324,2987,,1.55,Earth,4.385315,Earth,1.14,1636.0,2014,2441
Kepler-189 b,Super Earth,Kepler-189,173,,1.92,Earth,10.399931,Earth,1.21,1930.0,2014,2442
Kepler-1541 b,Super Earth,Kepler-1541,3821,,1.65,Earth,8.40691199,Earth,1.16,1359.0,2016,2443
OGLE-2012-BLG-0724L b,Gas Giant,OGLE-2012-BLG-0724L,2442,M V,0.47,Jupiter,,Jupiter,1.27,21855.0,2016,2444
Kepler-1641 c,Neptune-like,Kepler-1641,1647,,9.01,Earth,32.657212,Jupiter,0.263,2807.0,2016,2445
HATS-35 b,Gas Giant,HATS-35,2530,,1.222,Jupiter,1.8209993,Jupiter,1.464,1678.0,2016,2446
HD 191939 d,Neptune-like,HD 191939,1333,,2.8,Earth,38.353037,Jupiter,0.267,175.0,2020,2447
Kepler-561 b,Gas Giant,Kepler-561,3292,,38.7,Earth,58.3620495,Jupiter,0.621,2027.0,2016,2448
Kepler-1431 b,Super Earth,Kepler-1431,38,,2.76,Earth,5.86601526,Earth,1.47,5295.0,2016,2449
HD 192310 c,Neptune-like,HD 192310,3108,K3V,24.0,Earth,525.8,Jupiter,0.469,29.0,2011,2450
Kepler-374 d,Super Earth,Kepler-374,2296,,2.27,Earth,5.028219,Earth,1.31,4128.0,2014,2451
HD 155918 b,Neptune-like,HD 155918,781,G2V,7.50192,Earth,1.87567,Jupiter,0.236,90.0,2022,2452
Kepler-108 b,Gas Giant,Kepler-108,3748,,0.176,Jupiter,49.183921,Jupiter,0.772,1105.0,2014,2453
K2-224 b,Super Earth,K2-224,2974,,3.05,Earth,4.47904,Earth,1.56,898.0,2018,2454
Kepler-1113 b,Neptune-like,Kepler-1113,2223,,8.3,Earth,42.3004954,Jupiter,0.251,3503.0,2016,2455
Kepler-338 c,Neptune-like,Kepler-338,3558,,6.08,Earth,24.310856,Jupiter,0.209,1803.0,2014,2456
GJ 667 C c,Super Earth,GJ 667 C,2593,M1.5 V,3.8,Earth,28.14,Earth,1.77,24.0,2013,2457
TOI-712 d,Neptune-like,TOI-712,2681,K4.5 V,6.68,Earth,84.8396,Jupiter,0.221,191.0,2022,2458
HD 90156 b,Neptune-like,HD 90156,2483,G5V,17.98,Earth,49.77,Jupiter,0.395,72.0,2009,2459
OGLE-2019-BLG-0468L c,Gas Giant,OGLE-2019-BLG-0468L,2665,G,10.22,Jupiter,,Jupiter,1.11,14353.0,2022,2460
WASP-12 b,Gas Giant,WASP-12,2078,,1.465,Jupiter,1.09142,Jupiter,1.937,1394.0,2008,2461
Kepler-1339 b,Terrestrial,Kepler-1339,2964,,0.285,Earth,1.34155513,Earth,0.71,1210.0,2016,2462
HD 1397 b,Gas Giant,HD 1397,2168,G5 III/IV,0.415,Jupiter,11.53533,Jupiter,1.026,260.0,2018,2463
Kepler-483 b,Neptune-like,Kepler-483,2330,,10.4,Earth,30.229104,Jupiter,0.286,2806.0,2016,2464
MOA-2011-BLG-293L b,Gas Giant,MOA-2011-BLG-293L,853,,4.8,Jupiter,3000.0,Jupiter,1.15,25183.0,2012,2465
HD 24040 b,Gas Giant,HD 24040,3386,G0 V,3.86,Jupiter,3668.0,Jupiter,1.16,152.0,2006,2466
Kepler-46 c,Gas Giant,Kepler-46,2492,,0.376,Jupiter,57.011,Jupiter,1.21,2535.0,2012,2467
Kepler-110 b,Super Earth,Kepler-110,1811,,4.01,Earth,12.691112,Earth,1.83,1913.0,2014,2468
Kepler-233 c,Neptune-like,Kepler-233,3840,,7.8,Earth,60.418955,Jupiter,0.242,2794.0,2014,2469
Kepler-967 c,Neptune-like,Kepler-967,979,,12.9,Earth,198.7112502,Jupiter,0.326,1855.0,2016,2470
TOI-1288 c,Gas Giant,TOI-1288,1886,G V,0.26429,Jupiter,416.0,Jupiter,0.98,375.0,2022,2471
K2-141 b,Super Earth,K2-141,3299,K7 V,5.08,Earth,0.2803244,Earth,1.51,202.0,2018,2472
GJ 682 b,Super Earth,GJ 682,2036,M3.5 V,4.4,Earth,17.478,Earth,1.93,16.0,2014,2473
TOI-269 b,Neptune-like,TOI-269,3307,M2 V,8.8,Earth,3.6977104,Jupiter,0.247,186.0,2021,2474
KMT-2021-BLG-1689L b,Gas Giant,KMT-2021-BLG-1689L,777,,0.14473,Jupiter,,Jupiter,0.688,23486.0,2022,2475
HD 24085 b,Neptune-like,HD 24085,2654,G0 V,11.8,Earth,2.0455,Jupiter,0.309,179.0,2019,2476
K2-260 b,Gas Giant,K2-260,69,,1.42,Jupiter,2.62669762,Jupiter,1.552,2165.0,2018,2477
Kepler-11 d,Neptune-like,Kepler-11,1508,,7.3,Earth,22.6845,Jupiter,0.278,2108.0,2010,2478
Kepler-744 b,Super Earth,Kepler-744,513,,3.26,Earth,12.06222443,Earth,1.62,1468.0,2016,2479
TOI-2285 b,Super Earth,TOI-2285,2628,,19.5,Earth,27.26955,Earth,1.74,138.0,2021,2480
KMT-2021-BLG-1554L b,Gas Giant,KMT-2021-BLG-1554L,2675,,38.13941,Earth,,Jupiter,0.616,25052.0,2022,2481
Kepler-1864 b,Terrestrial,Kepler-1864,231,,0.353,Earth,3.88151002,Earth,0.754,975.0,2021,2482
K2-72 e,Super Earth,K2-72,2844,,2.21,Earth,24.158868,Earth,1.29,217.0,2016,2483
K2-122 b,Super Earth,K2-122,3082,M0,1.65,Earth,2.2193023,Earth,1.16,235.0,2017,2484
Kepler-383 b,Super Earth,Kepler-383,989,,2.3,Earth,12.904532,Earth,1.32,1533.0,2014,2485
Kepler-818 b,Neptune-like,Kepler-818,2241,,22.9,Earth,10.03538581,Jupiter,0.456,3017.0,2016,2486
TOI-892 b,Gas Giant,TOI-892,2770,,0.95,Jupiter,10.62656,Jupiter,1.07,1111.0,2020,2487
HD 121504 b,Gas Giant,HD 121504,1948,G2 V,1.51,Jupiter,63.33,Jupiter,1.21,136.0,2003,2488
Kepler-158 c,Super Earth,Kepler-158,2830,K,4.27,Earth,28.551383,Earth,1.9,1028.0,2014,2489
HD 202772 A b,Gas Giant,HD 202772 A,2802,,1.017,Jupiter,3.308958,Jupiter,1.545,527.0,2019,2490
Kepler-1049 b,Terrestrial,Kepler-1049,3843,,0.809,Earth,3.27346074,Earth,0.95,528.0,2016,2491
Kepler-689 b,Neptune-like,Kepler-689,2175,,8.7,Earth,22.36656079,Jupiter,0.258,3692.0,2016,2492
HD 196067 b,Gas Giant,HD 196067,711,G1 V,12.5,Jupiter,3638.0,Jupiter,1.1,130.0,2012,2493
TOI-1452 b,Super Earth,TOI-1452,1880,M4 &#177 0.5 V,4.82,Earth,11.06201,Earth,1.672,100.0,2022,2494
Kepler-1825 b,Super Earth,Kepler-1825,85,,2.61,Earth,1.02586997,Earth,1.422,1403.0,2021,2495
KOI-217 b,Gas Giant,KOI-217,1015,,,,3.90512,Jupiter,1.11,2984.0,2010,2496
Kepler-484 b,Neptune-like,Kepler-484,1233,,5.82,Earth,10.04556931,Jupiter,0.203,1247.0,2016,2497
HIP 65891 b,Gas Giant,HIP 65891,3323,K0 III,6.08401,Jupiter,1079.55726,Jupiter,1.14,490.0,2015,2498
K2-137 b,Terrestrial,K2-137,2303,M3 V,0.5,Jupiter,0.179719,Earth,0.64,323.0,2017,2499
HATS-27 b,Gas Giant,HATS-27,946,F,0.53,Jupiter,4.637038,Jupiter,1.5,2665.0,2016,2500
Kepler-415 b,Super Earth,Kepler-415,1197,,0.377,Jupiter,4.176,Earth,1.21,1730.0,2014,2501
HIP 5158 b,Gas Giant,HIP 5158,2240,,1.42,Jupiter,345.72,Jupiter,1.21,168.0,2009,2502
WASP-189 b,Gas Giant,WASP-189,1556,,1.99,Jupiter,2.724033,Jupiter,1.619,325.0,2020,2503
HD 20794 e,Super Earth,HD 20794,2277,G8,4.77,Earth,147.02,Earth,2.03,20.0,2017,2504
Kepler-176 d,Super Earth,Kepler-176,3076,,15.2,Earth,25.751974,Jupiter,0.224,1720.0,2014,2505
